lokalizacja,cena,do_wynajecia_przez,liczba_pokoi,rodzaj_nieruchomosci,wielkosc,parking,liczba_lazienek,palacy,przyjazne_zwierzakom,liczba_wyrazow
"Bielany, Warszawa",1800,Właściciel,2 pokoje,Mieszkanie,40,Nie podano,Nie podano,Tak,Tak,47
"Mokotów, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,46,Garaż,1 łazienka,Tak,Tak,54
"Mokotów, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,45,Garaż,1 łazienka,Tak,Tak,62
"Mokotów, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,45,Garaż,1 łazienka,Tak,Tak,77
"Mokotów, Warszawa",2000,Agencja,Kawalerka lub garsoniera,Mieszkanie,23,Nie podano,1 łazienka,Tak,Tak,50
"Mokotów, Warszawa",3600,Agencja,2 pokoje,Mieszkanie,43,Garaż,1 łazienka,Tak,Tak,75
"Mokotów, Warszawa",1800,Agencja,Kawalerka lub garsoniera,Mieszkanie,40,Nie podano,1 łazienka,Tak,Tak,48
"Mokotów, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,41,Ulica,Nie podano,Tak,Tak,161
"Mokotów, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,50,Garaż,1 łazienka,Nie,Nie,113
"Mokotów, Warszawa",3900,Agencja,3 pokoje,Mieszkanie,89,Nie podano,Nie podano,Tak,Tak,125
"Mokotów, Warszawa",3200,Agencja,2 pokoje,Mieszkanie,44,Garaż,1 łazienka,Tak,Tak,144
"Mokotów, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,43,Nie podano,1 łazienka,Tak,Tak,87
"Mokotów, Warszawa",1900,Właściciel,Kawalerka lub garsoniera,Mieszkanie,40,Nie podano,Nie podano,Tak,Tak,33
"Mokotów, Warszawa",3700,Agencja,2 pokoje,Mieszkanie,72,Nie podano,Nie podano,Tak,Tak,109
"Mokotów, Warszawa",2000,Agencja,2 pokoje,Mieszkanie,45,Nie podano,1 łazienka,Tak,Tak,68
"Mokotów, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,35,Nie podano,1 łazienka,Tak,Tak,184
"Mokotów, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,50,Nie podano,1 łazienka,Tak,Tak,130
"Mokotów, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,47,Nie podano,Nie podano,Tak,Tak,106
"Mokotów, Warszawa",3300,Agencja,2 pokoje,Mieszkanie,43,Garaż,1 łazienka,Tak,Tak,80
"Mokotów, Warszawa",2200,Agencja,2 pokoje,Mieszkanie,42,Garaż,1 łazienka,Tak,Tak,159
"Mokotów, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,52,Nie podano,1 łazienka,Tak,Tak,97
"Mokotów, Warszawa",3000,Agencja,Kawalerka lub garsoniera,Mieszkanie,34,Garaż,1 łazienka,Tak,Tak,59
"Mokotów, Warszawa",1600,Właściciel,2 pokoje,Mieszkanie,40,Ulica,1 łazienka,Tak,Tak,37
"Mokotów, Warszawa",2800,Agencja,3 pokoje,Mieszkanie,70,Garaż,1 łazienka,Nie,Tak,130
"Mokotów, Warszawa",4990,Nie podano,3 pokoje,Mieszkanie,78,Garaż,Nie podano,Tak,Tak,114
"Mokotów, Warszawa",1500,Agencja,Kawalerka lub garsoniera,Mieszkanie,32,Ulica,1 łazienka,Nie,Nie,64
"Mokotów, Warszawa",1800,Agencja,Kawalerka lub garsoniera,Inne,41,Nie podano,1 łazienka,Tak,Tak,69
"Mokotów, Warszawa",2565,Agencja,2 pokoje,Mieszkanie,57,Nie podano,Nie podano,Tak,Tak,153
"Mokotów, Warszawa",1150,Agencja,Kawalerka lub garsoniera,Mieszkanie,32,Nie podano,Nie podano,Tak,Tak,123
"Mokotów, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,73,Nie podano,2 łazienki,Tak,Tak,91
"Mokotów, Warszawa",3500,Właściciel,4 pokoje,Mieszkanie,74,Ulica,2 łazienki,Nie,Nie,142
"Mokotów, Warszawa",3500,Właściciel,4 pokoje,Mieszkanie,74,Ulica,1 łazienka,Nie,Nie,142
"Mokotów, Warszawa",3500,Właściciel,4 pokoje,Mieszkanie,75,Nie podano,Nie podano,Tak,Tak,136
"Mokotów, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,59,Garaż,1 łazienka,Nie,Nie,53
"Mokotów, Warszawa",2400,Właściciel,2 pokoje,Mieszkanie,55,Brak,2 łazienki,Nie,Tak,49
"Mokotów, Warszawa",2900,Właściciel,3 pokoje,Mieszkanie,53,Nie podano,Nie podano,Tak,Tak,88
"Mokotów, Warszawa",2900,Właściciel,2 pokoje,Mieszkanie,55,Garaż,1 łazienka,Tak,Nie,165
"Mokotów, Warszawa",2400,Właściciel,2 pokoje,Mieszkanie,55,Brak,2 łazienki,Nie,Tak,48
"Mokotów, Warszawa",2400,Właściciel,2 pokoje,Mieszkanie,55,Brak,2 łazienki,Nie,Tak,84
"Mokotów, Warszawa",3900,Właściciel,3 pokoje,Mieszkanie,70,Nie podano,Nie podano,Tak,Tak,118
"Mokotów, Warszawa",1500,Agencja,Kawalerka lub garsoniera,Mieszkanie,36,Ulica,1 łazienka,Nie,Nie,72
"Mokotów, Warszawa",2000,Właściciel,2 pokoje,Mieszkanie,55,Nie podano,2 łazienki,Tak,Tak,89
"Mokotów, Warszawa",2600,Właściciel,2 pokoje,Mieszkanie,45,Garaż,1 łazienka,Nie,Nie,80
"Mokotów, Warszawa",2650,Właściciel,2 pokoje,Mieszkanie,50,Nie podano,Nie podano,Tak,Tak,162
"Mokotów, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,57,Garaż,1 łazienka,Nie,Nie,142
"Mokotów, Warszawa",3600,Agencja,3 pokoje,Mieszkanie,80,Ulica,2 łazienki,Tak,Tak,153
"Mokotów, Warszawa",2000,Właściciel,2 pokoje,Mieszkanie,43,Nie podano,Nie podano,Tak,Tak,68
"Mokotów, Warszawa",2500,Właściciel,2 pokoje,Mieszkanie,45,Nie podano,Nie podano,Tak,Tak,162
"Mokotów, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,51,Garaż,1 łazienka,Tak,Nie,136
"Mokotów, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,51,Garaż,1 łazienka,Tak,Nie,133
"Mokotów, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,52,Kryty,1 łazienka,Tak,Nie,132
"Mokotów, Warszawa",3300,Agencja,3 pokoje,Mieszkanie,70,Nie podano,1 łazienka,Tak,Tak,138
"Mokotów, Warszawa",3100,Agencja,2 pokoje,Mieszkanie,56,Kryty,1 łazienka,Nie,Tak,137
"Mokotów, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,43,Ulica,1 łazienka,Nie,Tak,136
"Mokotów, Warszawa",1500,Właściciel,Kawalerka lub garsoniera,Mieszkanie,20,Ulica,1 łazienka,Nie,Nie,102
"Ochota, Warszawa",2350,Agencja,2 pokoje,Mieszkanie,48,Nie podano,Nie podano,Tak,Tak,83
"Ochota, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,55,Garaż,1 łazienka,Tak,Tak,166
"Ochota, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,50,Garaż,1 łazienka,Tak,Nie,169
"Ochota, Warszawa",2350,Agencja,2 pokoje,Mieszkanie,40,Ulica,1 łazienka,Tak,Tak,84
"Ochota, Warszawa",3000,Właściciel,3 pokoje,Mieszkanie,65,Ulica,1 łazienka,Tak,Tak,48
"Ochota, Warszawa",1700,Agencja,2 pokoje,Mieszkanie,36,Ulica,1 łazienka,Nie,Tak,173
"Ochota, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,46,Garaż,1 łazienka,Tak,Tak,62
"Ochota, Warszawa",2000,Agencja,Kawalerka lub garsoniera,Mieszkanie,36,Garaż,1 łazienka,Tak,Tak,60
"Ochota, Warszawa",2300,Właściciel,2 pokoje,Mieszkanie,45,Garaż,1 łazienka,Nie,Nie,61
"Ochota, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,45,Garaż,1 łazienka,Tak,Tak,59
"Ochota, Warszawa",1950,Agencja,Kawalerka lub garsoniera,Mieszkanie,28,Garaż,1 łazienka,Tak,Tak,152
"Ochota, Warszawa",4000,Agencja,3 pokoje,Mieszkanie,75,Nie podano,2 łazienki,Tak,Nie,163
"Ochota, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,39,Nie podano,1 łazienka,Tak,Tak,170
"Ochota, Warszawa",3200,Agencja,2 pokoje,Mieszkanie,64,Nie podano,1 łazienka,Tak,Tak,151
"Ochota, Warszawa",3000,Agencja,Kawalerka lub garsoniera,Mieszkanie,25,Nie podano,1 łazienka,Tak,Tak,156
"Ochota, Warszawa",2550,Agencja,2 pokoje,Mieszkanie,40,Nie podano,1 łazienka,Tak,Tak,180
"Ochota, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,50,Garaż,1 łazienka,Tak,Nie,173
"Ochota, Warszawa",2700,Agencja,Kawalerka lub garsoniera,Mieszkanie,43,Nie podano,Nie podano,Tak,Tak,87
"Ochota, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,62,Garaż,1 łazienka,Tak,Tak,68
"Ochota, Warszawa",2600,Właściciel,2 pokoje,Mieszkanie,50,Kryty,1 łazienka,Tak,Tak,74
"Ochota, Warszawa",3400,Agencja,4 pokoje,Mieszkanie,76,Nie podano,1 łazienka,Tak,Tak,90
"Praga Północ, Warszawa",1700,Właściciel,Kawalerka lub garsoniera,Mieszkanie,27,Ulica,1 łazienka,Tak,Tak,189
"Praga Północ, Warszawa",1200,Agencja,Kawalerka lub garsoniera,Mieszkanie,20,Ulica,1 łazienka,Nie,Nie,28
"Praga Północ, Warszawa",2600,Agencja,3 pokoje,Mieszkanie,51,Nie podano,Nie podano,Tak,Tak,177
"Praga Północ, Warszawa",1280,Właściciel,Kawalerka lub garsoniera,Mieszkanie,30,Ulica,1 łazienka,Nie,Nie,157
"Praga Południe, Warszawa",3300,Agencja,2 pokoje,Mieszkanie,53,Nie podano,1 łazienka,Tak,Tak,236
"Praga Południe, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,57,Nie podano,1 łazienka,Tak,Tak,165
"Praga Południe, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,55,Nie podano,1 łazienka,Tak,Tak,154
"Praga Południe, Warszawa",1300,Właściciel,Kawalerka lub garsoniera,Mieszkanie,21,Ulica,1 łazienka,Tak,Tak,145
"Praga Południe, Warszawa",2400,Właściciel,3 pokoje,Mieszkanie,65,Ulica,1 łazienka,Tak,Tak,105
"Praga Południe, Warszawa",2400,Właściciel,3 pokoje,Mieszkanie,65,Ulica,1 łazienka,Tak,Tak,105
"Praga Południe, Warszawa",2450,Agencja,3 pokoje,Mieszkanie,61,Nie podano,1 łazienka,Tak,Tak,90
"Praga Południe, Warszawa",1900,Agencja,Kawalerka lub garsoniera,Mieszkanie,40,Nie podano,Nie podano,Tak,Tak,55
"Praga Południe, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,50,Nie podano,Nie podano,Tak,Tak,105
"Praga Południe, Warszawa",2200,Agencja,2 pokoje,Mieszkanie,56,Nie podano,Nie podano,Tak,Tak,90
"Praga Południe, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,55,Nie podano,1 łazienka,Tak,Tak,69
"Praga Południe, Warszawa",2500,Agencja,3 pokoje,Mieszkanie,65,Nie podano,1 łazienka,Tak,Tak,174
"Praga Południe, Warszawa",2450,Agencja,2 pokoje,Mieszkanie,55,Nie podano,1 łazienka,Tak,Tak,164
"Praga Południe, Warszawa",2600,Agencja,3 pokoje,Mieszkanie,50,Nie podano,1 łazienka,Tak,Tak,229
"Praga Południe, Warszawa",1900,Agencja,2 pokoje,Mieszkanie,36,Kryty,1 łazienka,Tak,Tak,248
"Praga Południe, Warszawa",2200,Właściciel,2 pokoje,Mieszkanie,40,Ulica,1 łazienka,Nie,Nie,33
"Praga Południe, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,48,Garaż,1 łazienka,Tak,Tak,108
"Praga Południe, Warszawa",1200,Agencja,Kawalerka lub garsoniera,Mieszkanie,30,Nie podano,1 łazienka,Tak,Tak,29
"Praga Południe, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,50,Ulica,1 łazienka,Nie,Nie,267
"Praga Południe, Warszawa",1600,Agencja,Kawalerka lub garsoniera,Mieszkanie,32,Nie podano,1 łazienka,Tak,Tak,57
"Praga Południe, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,50,Kryty,1 łazienka,Nie,Nie,232
"Praga Południe, Warszawa",3200,Agencja,2 pokoje,Mieszkanie,50,Kryty,1 łazienka,Tak,Tak,279
"Praga Południe, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,58,Kryty,1 łazienka,Tak,Tak,269
"Praga Południe, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,50,Kryty,1 łazienka,Tak,Tak,248
"Praga Południe, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,48,Kryty,1 łazienka,Tak,Tak,216
"Praga Południe, Warszawa",3300,Agencja,2 pokoje,Mieszkanie,55,Kryty,1 łazienka,Tak,Tak,249
"Praga Południe, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,55,Nie podano,Nie podano,Tak,Tak,110
"Praga Południe, Warszawa",2600,Właściciel,2 pokoje,Mieszkanie,50,Nie podano,Nie podano,Tak,Tak,118
"Praga Południe, Warszawa",1900,Właściciel,Kawalerka lub garsoniera,Mieszkanie,40,Ulica,1 łazienka,Tak,Tak,193
"Praga Południe, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,55,Garaż,1 łazienka,Nie,Nie,115
"Praga Południe, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,55,Ulica,1 łazienka,Nie,Nie,115
"Śródmieście, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,64,Nie podano,Nie podano,Tak,Tak,100
"Śródmieście, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,59,Nie podano,1 łazienka,Tak,Tak,161
"Śródmieście, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,60,Kryty,1 łazienka,Tak,Tak,100
"Śródmieście, Warszawa",1750,Właściciel,Kawalerka lub garsoniera,Mieszkanie,28,Garaż,1 łazienka,Nie,Tak,139
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,54,Nie podano,1 łazienka,Tak,Tak,175
"Śródmieście, Warszawa",2400,Agencja,3 pokoje,Mieszkanie,48,Nie podano,1 łazienka,Tak,Tak,113
"Śródmieście, Warszawa",2100,Właściciel,2 pokoje,Mieszkanie,40,Ulica,1 łazienka,Tak,Nie,39
"Śródmieście, Warszawa",3000,Agencja,3 pokoje,Mieszkanie,54,Garaż,1 łazienka,Nie,Nie,251
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,51,Garaż,1 łazienka,Nie,Nie,32
"Śródmieście, Warszawa",3300,Agencja,2 pokoje,Mieszkanie,45,Brak,1 łazienka,Nie,Nie,198
"Śródmieście, Warszawa",3500,Właściciel,3 pokoje,Mieszkanie,60,Kryty,2 łazienki,Nie,Tak,117
"Śródmieście, Warszawa",4500,Agencja,2 pokoje,Mieszkanie,60,Kryty,Nie podano,Tak,Tak,94
"Śródmieście, Warszawa",2000,Właściciel,2 pokoje,Mieszkanie,35,Nie podano,1 łazienka,Tak,Nie,67
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,45,Garaż,1 łazienka,Tak,Tak,151
"Śródmieście, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,37,Nie podano,1 łazienka,Tak,Tak,136
"Śródmieście, Warszawa",2300,Agencja,Kawalerka lub garsoniera,Mieszkanie,31,Nie podano,1 łazienka,Tak,Tak,135
"Śródmieście, Warszawa",2850,Agencja,3 pokoje,Mieszkanie,46,Nie podano,1 łazienka,Tak,Tak,167
"Śródmieście, Warszawa",2000,Agencja,2 pokoje,Mieszkanie,45,Nie podano,1 łazienka,Tak,Tak,151
"Śródmieście, Warszawa",3000,Właściciel,2 pokoje,Mieszkanie,40,Garaż,1 łazienka,Nie,Nie,386
"Śródmieście, Warszawa",4500,Agencja,3 pokoje,Mieszkanie,84,Nie podano,Nie podano,Tak,Tak,92
"Śródmieście, Warszawa",4600,Agencja,3 pokoje,Mieszkanie,86,Nie podano,Nie podano,Tak,Tak,99
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,55,Nie podano,1 łazienka,Tak,Tak,139
"Śródmieście, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,65,Nie podano,1 łazienka,Tak,Tak,141
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,44,Nie podano,1 łazienka,Tak,Tak,152
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,50,Nie podano,1 łazienka,Tak,Tak,53
"Śródmieście, Warszawa",2000,Agencja,Kawalerka lub garsoniera,Mieszkanie,38,Nie podano,1 łazienka,Tak,Tak,33
"Śródmieście, Warszawa",2300,Agencja,Kawalerka lub garsoniera,Mieszkanie,33,Nie podano,1 łazienka,Tak,Tak,154
"Śródmieście, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,59,Nie podano,1 łazienka,Tak,Tak,161
"Śródmieście, Warszawa",2400,Właściciel,2 pokoje,Mieszkanie,45,Ulica,1 łazienka,Tak,Tak,26
"Śródmieście, Warszawa",2500,Agencja,Kawalerka lub garsoniera,Mieszkanie,38,Ulica,1 łazienka,Tak,Tak,303
"Śródmieście, Warszawa",2200,Agencja,Kawalerka lub garsoniera,Mieszkanie,29,Nie podano,1 łazienka,Tak,Tak,97
"Śródmieście, Warszawa",2200,Agencja,2 pokoje,Mieszkanie,52,Nie podano,1 łazienka,Tak,Tak,172
"Śródmieście, Warszawa",2000,Właściciel,2 pokoje,Mieszkanie,35,Nie podano,1 łazienka,Tak,Nie,67
"Śródmieście, Warszawa",1700,Agencja,2 pokoje,Mieszkanie,41,Nie podano,2 łazienki,Tak,Tak,52
"Śródmieście, Warszawa",1890,Agencja,Kawalerka lub garsoniera,Mieszkanie,41,Brak,1 łazienka,Tak,Nie,433
"Śródmieście, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,36,Nie podano,1 łazienka,Tak,Tak,54
"Śródmieście, Warszawa",2840,Agencja,2 pokoje,Mieszkanie,37,Nie podano,Nie podano,Tak,Tak,128
"Śródmieście, Warszawa",3900,Agencja,2 pokoje,Inne,79,Nie podano,2 łazienki,Tak,Tak,112
"Śródmieście, Warszawa",1950,Agencja,2 pokoje,Mieszkanie,38,Nie podano,1 łazienka,Tak,Tak,71
"Śródmieście, Warszawa",4000,Agencja,2 pokoje,Mieszkanie,54,Garaż,1 łazienka,Tak,Tak,89
"Śródmieście, Warszawa",1900,Agencja,2 pokoje,Mieszkanie,39,Nie podano,1 łazienka,Tak,Tak,54
"Śródmieście, Warszawa",3300,Agencja,3 pokoje,Mieszkanie,75,Garaż,1 łazienka,Tak,Nie,124
"Śródmieście, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,49,Nie podano,1 łazienka,Tak,Tak,222
"Śródmieście, Warszawa",4000,Nie podano,2 pokoje,Mieszkanie,54,Nie podano,Nie podano,Tak,Tak,139
"Śródmieście, Warszawa",3300,Agencja,2 pokoje,Mieszkanie,61,Brak,Nie podano,Tak,Tak,72
"Śródmieście, Warszawa",2750,Agencja,2 pokoje,Mieszkanie,47,Nie podano,Nie podano,Tak,Tak,80
"Śródmieście, Warszawa",3500,Właściciel,2 pokoje,Mieszkanie,48,Nie podano,1 łazienka,Tak,Tak,115
"Śródmieście, Warszawa",2100,Właściciel,Kawalerka lub garsoniera,Mieszkanie,40,Ulica,1 łazienka,Nie,Nie,141
"Śródmieście, Warszawa",3350,Nie podano,2 pokoje,Mieszkanie,50,Garaż,Nie podano,Tak,Tak,135
"Śródmieście, Warszawa",2200,Agencja,2 pokoje,Mieszkanie,36,Nie podano,Nie podano,Tak,Tak,105
"Śródmieście, Warszawa",2000,Właściciel,2 pokoje,Mieszkanie,35,Nie podano,1 łazienka,Tak,Nie,67
"Śródmieście, Warszawa",2900,Właściciel,2 pokoje,Mieszkanie,60,Nie podano,1 łazienka,Tak,Tak,156
"Śródmieście, Warszawa",1550,Agencja,3 pokoje,Mieszkanie,69,Nie podano,1 łazienka,Tak,Tak,140
"Śródmieście, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,39,Nie podano,Nie podano,Tak,Tak,90
"Śródmieście, Warszawa",2000,Właściciel,2 pokoje,Mieszkanie,35,Nie podano,1 łazienka,Tak,Nie,67
"Śródmieście, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,57,Nie podano,Nie podano,Nie,Nie,38
"Śródmieście, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,55,Garaż,1 łazienka,Tak,Tak,60
"Śródmieście, Warszawa",3000,Agencja,3 pokoje,Mieszkanie,62,Nie podano,Nie podano,Tak,Tak,63
"Śródmieście, Warszawa",2100,Właściciel,2 pokoje,Mieszkanie,43,Ulica,1 łazienka,Nie,Tak,84
"Śródmieście, Warszawa",4500,Agencja,3 pokoje,Mieszkanie,94,Garaż,2 łazienki,Nie,Nie,189
"Śródmieście, Warszawa",4500,Agencja,3 pokoje,Mieszkanie,68,Nie podano,1 łazienka,Nie,Tak,155
"Śródmieście, Warszawa",4200,Agencja,2 pokoje,Mieszkanie,58,Nie podano,1 łazienka,Nie,Nie,190
"Śródmieście, Warszawa",3300,Agencja,3 pokoje,Mieszkanie,67,Nie podano,1 łazienka,Nie,Nie,76
"Śródmieście, Warszawa",4200,Agencja,3 pokoje,Mieszkanie,87,Ulica,1 łazienka,Tak,Tak,322
"Śródmieście, Warszawa",4300,Agencja,3 pokoje,Mieszkanie,72,Garaż,1 łazienka,Nie,Tak,87
"Śródmieście, Warszawa",2850,Agencja,2 pokoje,Mieszkanie,60,Ulica,1 łazienka,Tak,Tak,118
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,63,Garaż,1 łazienka,Tak,Tak,192
"Śródmieście, Warszawa",3200,Agencja,2 pokoje,Mieszkanie,50,Garaż,1 łazienka,Tak,Tak,144
"Śródmieście, Warszawa",3100,Agencja,2 pokoje,Mieszkanie,71,Garaż,1 łazienka,Nie,Tak,115
"Śródmieście, Warszawa",3000,Właściciel,2 pokoje,Mieszkanie,36,Nie podano,1 łazienka,Nie,Tak,168
"Śródmieście, Warszawa",2000,Właściciel,2 pokoje,Mieszkanie,35,Nie podano,1 łazienka,Tak,Nie,67
"Śródmieście, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,60,Nie podano,1 łazienka,Tak,Tak,82
"Śródmieście, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,78,Nie podano,1 łazienka,Tak,Tak,86
"Śródmieście, Warszawa",1950,Agencja,2 pokoje,Inne,38,Nie podano,1 łazienka,Tak,Tak,71
"Śródmieście, Warszawa",3700,Agencja,3 pokoje,Mieszkanie,64,Nie podano,Nie podano,Tak,Tak,213
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,63,Nie podano,Nie podano,Tak,Tak,170
"Targówek, Warszawa",2000,Właściciel,2 pokoje,Mieszkanie,56,Nie podano,1 łazienka,Tak,Tak,112
"Targówek, Warszawa",1900,Agencja,2 pokoje,Mieszkanie,40,Nie podano,1 łazienka,Tak,Tak,52
"Targówek, Warszawa",2500,Agencja,3 pokoje,Mieszkanie,70,Nie podano,1 łazienka,Tak,Tak,68
"Ursus, Warszawa",2000,Agencja,2 pokoje,Mieszkanie,44,Nie podano,1 łazienka,Tak,Tak,70
"Ursus, Warszawa",2500,Agencja,3 pokoje,Mieszkanie,78,Nie podano,1 łazienka,Tak,Tak,140
"Ursus, Warszawa",2500,Agencja,3 pokoje,Mieszkanie,64,Nie podano,1 łazienka,Tak,Nie,143
"Ursynów, Warszawa",2600,Agencja,3 pokoje,Mieszkanie,70,Garaż,1 łazienka,Tak,Tak,191
"Ursynów, Warszawa",2643,Agencja,3 pokoje,Mieszkanie,63,Nie podano,1 łazienka,Tak,Tak,160
"Ursynów, Warszawa",2200,Agencja,2 pokoje,Mieszkanie,59,Garaż,1 łazienka,Tak,Tak,48
"Ursynów, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,43,Nie podano,1 łazienka,Tak,Tak,114
"Ursynów, Warszawa",2000,Agencja,2 pokoje,Mieszkanie,63,Nie podano,Nie podano,Tak,Tak,144
"Ursynów, Warszawa",3000,Agencja,3 pokoje,Mieszkanie,84,Garaż,1 łazienka,Tak,Tak,94
"Ursynów, Warszawa",2490,Właściciel,Nie podano,Mieszkanie,60,Nie podano,Nie podano,Tak,Tak,227
"Wawer, Warszawa",2000,Właściciel,2 pokoje,Mieszkanie,51,Kryty,1 łazienka,Tak,Tak,76
"Wawer, Warszawa",1900,Właściciel,2 pokoje,Mieszkanie,33,Nie podano,1 łazienka,Tak,Tak,93
"Wawer, Warszawa",1800,Właściciel,2 pokoje,Mieszkanie,38,Nie podano,1 łazienka,Tak,Tak,7
"Wesoła, Warszawa",1700,Agencja,2 pokoje,Mieszkanie,62,Garaż,1 łazienka,Tak,Tak,43
"Wilanów, Warszawa",2450,Agencja,2 pokoje,Mieszkanie,59,Nie podano,Nie podano,Tak,Tak,65
"Wilanów, Warszawa",3100,Agencja,Kawalerka lub garsoniera,Mieszkanie,38,Garaż,1 łazienka,Tak,Tak,133
"Wilanów, Warszawa",4000,Agencja,3 pokoje,Dom,100,Nie podano,2 łazienki,Tak,Tak,76
"Wilanów, Warszawa",1900,Agencja,Kawalerka lub garsoniera,Mieszkanie,32,Ulica,Nie podano,Tak,Tak,135
"Wilanów, Warszawa",2350,Właściciel,2 pokoje,Mieszkanie,40,Garaż,1 łazienka,Tak,Nie,139
"Wilanów, Warszawa",2350,Właściciel,2 pokoje,Mieszkanie,40,Garaż,1 łazienka,Tak,Nie,139
"Wilanów, Warszawa",3800,Agencja,4 pokoje,Mieszkanie,94,Kryty,Nie podano,Tak,Tak,134
"Wilanów, Warszawa",2200,Agencja,2 pokoje,Mieszkanie,41,Garaż,1 łazienka,Tak,Tak,151
"Wilanów, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,64,Kryty,Nie podano,Tak,Tak,145
"Wilanów, Warszawa",2950,Agencja,2 pokoje,Mieszkanie,52,Garaż,1 łazienka,Tak,Tak,125
"Wilanów, Warszawa",4000,Właściciel,3 pokoje,Dom,100,Kryty,2 łazienki,Tak,Tak,33
"Wilanów, Warszawa",2900,Agencja,2 pokoje,Mieszkanie,52,Garaż,1 łazienka,Tak,Tak,125
"Wilanów, Warszawa",1900,Właściciel,Kawalerka lub garsoniera,Mieszkanie,32,Nie podano,Nie podano,Tak,Tak,43
"Wilanów, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,54,Garaż,1 łazienka,Tak,Tak,65
"Wilanów, Warszawa",1700,Właściciel,2 pokoje,Mieszkanie,55,Ulica,1 łazienka,Nie,Nie,167
"Wilanów, Warszawa",3050,Właściciel,2 pokoje,Mieszkanie,55,Garaż,1 łazienka,Nie,Nie,192
"Włochy, Warszawa",1850,Właściciel,2 pokoje,Mieszkanie,35,Ulica,1 łazienka,Tak,Tak,284
"Włochy, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,38,Nie podano,1 łazienka,Tak,Nie,148
"Włochy, Warszawa",3100,Agencja,2 pokoje,Mieszkanie,50,Nie podano,1 łazienka,Tak,Tak,161
"Włochy, Warszawa",2600,Agencja,3 pokoje,Mieszkanie,75,Nie podano,1 łazienka,Tak,Nie,134
"Włochy, Warszawa",3000,Agencja,3 pokoje,Mieszkanie,81,Kryty,1 łazienka,Tak,Tak,52
